Security Policy: KRIS10-PUBFW-Rule	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
302	TCP_12906
303	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
304	http
-	-
-	-
-	-
-	-
305	TCP_8655
-	TCP_8656
-	TCP_8654
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
306	TCP_8655
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
307	sqlnet1
-	TCP_1700
-	-
-	-
308	TCP_9090
-	TCP_9091
-	TCP_8190
309	http
-	https
310	domain-udp
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
311	TCP_1700
-	-
-	-
312	UDP_2404
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
313	TCP_1314
-	TCP_9020
314	TCP_2500
-	-
315	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
316	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
317	MySQL
-	-
-	-
318	TCP_9001
-	TCP_9002
319	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
320	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
321	MySQL
-	-
-	-
322	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
323	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
324	HTTP_and_HTTPS_proxy
-	TCP_7555
325	http
-	https
326	ssh
-	-
-	-
-	-
-	-
327	TCP_8654
-	TCP_8655
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
328	MySQL
-	-
-	-
329	TCP_11500
-	-
330	TCP_1700
-	-
-	-
-	-
-	-
-	-
331	http
-	-
332	TCP_1700
-	-
-	-
-	-
333	TCP_7750
-	UDP_6231
-	UDP_6232
-	UDP_6233
334	HTTP_and_HTTPS_proxy
-	TCP_2181
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
335	TCP_12906
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
336	TCP_1700
-	-
337	MySQL
-	-
338	TCP_8081
-	ftp
-	TCP_5672
339	MySQL
-	-
340	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
341	MySQL
-	-
-	-
342	TCP_1700
-	-
-	-
-	-
-	-
343	HTTP_and_HTTPS_proxy
344	MySQL
345	TCP_1700
-	-
-	-
-	-
-	-
-	-
346	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
347	TCP_9200
-	TCP_9300
-	-
-	-
-	-
-	-
-	-
-	-
-	-
348	MySQL
-	-
-	-
349	TCP_1700
-	MySQL
350	TCP_1700
-	-
-	-
-	-
-	-
351	TCP_1700
-	-
-	-
-	-
352	HTTP_and_HTTPS_proxy
-	TCP_2181
-	-
-	-
353	TCP_12906
-	-
354	TCP_27017
-	TCP_27018
-	TCP_27019
-	TCP_28017
355	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
356	TCP_9300
-	-
-	-
-	-
357	TCP_9300
-	-
358	MySQL
-	-
-	-
359	MySQL
-	-
-	-
360	TCP_1700
-	-
-	-
361	MySQL
-	-
-	-
-	-
362	http
-	-
-	-
363	TCP_9092
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
364	TCP_8654
-	TCP_8655
-	TCP_8656
365	MySQL
-	-
-	-
366	TCP_2181
-	TCP_9092
367	sqlnet1
-	-
-	-
368	TCP_1700
-	-
-	-
369	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
370	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
371	MS-SQL-Server
-	TCP_2382
-	TCP_2383
372	MySQL
-	-
-	-
Firewall Request (Internal Others <-> Web/WAS)	-
373	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
374	TCP_9002
375	TCP_9002
376	TCP_9019
-	-
377	http
-	https
378	http
-	https
-	-
-	-
-	-
379	http
-	https
-	-
-	-
380	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
381	HTTP_and_HTTPS_proxy
-	-
-	-
382	smtp
-	-
383	smtp
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
384	TCP_20820
-	TCP_20821
-	-
385	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
386	CP_SmartPortal
-	-
387	CP_SmartPortal
388	CP_SmartPortal
-	-
389	TCP_13889
-	https
-	-
390	https
-	-
-	-
391	https
-	http
392	https
-	http
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
393	HTTP_and_HTTPS_proxy
-	TCP_8017
-	TCP_8018
-	Bionet-Setup
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
394	TCP_12889
-	http
-	https
-	TCP_8008
-	TCP_8083
-	-
395	http
-	https
-	-
-	-
396	TCP_8083
-	-
-	-
397	TCP_12889
398	https
-	-
-	-
-	-
-	-
399	ftp
-	-
-	-
400	https
-	-
-	-
401	https
-	-
-	-
-	-
402	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
403	HTTP_and_HTTPS_proxy
-	http
-	https
-	-
-	-
-	-
-	-
-	-
404	https
-	-
-	-
405	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
406	TCP_7443
-	TCP_514
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
407	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
408	http
-	https
-	TCP_51000
-	TCP_51001
-	TCP_20290
-	sqlnet1
-	ftp
-	TCP_21008
-	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
-	TCP_9102
-	TCP_8655
-	TCP_18120
-	TCP_20860
-	TCP_9002
-	ssh
-	TCP_10008
-	TCP_10070
-	TCP_27020
-	TCP_18121
-	TCP_19908
409	http
-	https
-	TCP_51000
-	TCP_51001
-	TCP_20290
-	sqlnet1
-	ftp
-	TCP_21008
-	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
-	TCP_9102
-	TCP_8655
-	TCP_18120
-	TCP_20860
-	TCP_9002
-	ssh
-	TCP_10008
-	TCP_10070
-	TCP_27020
410	TCP_9000
-	TCP_9001
-	TCP_9002
-	http
-	ftp
-	https
-	sqlnet1
-	sqlnet2-1521
-	TCP_64000
-	TCP_8008
-	TCP_8813
-	TCP_52009
-	TCP_10088
-	TCP_9102
-	TCP_19000
-	TCP_19001
-	TCP_19002
-	TCP_19003
-	TCP_19004
-	TCP_19005
-	TCP_19006
-	TCP_19007
-	TCP_19008
-	TCP_19009
-	TCP_19010
411	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
412	http
-	https
-	-
413	TCP_7750
-	UDP_6231
-	UDP_6232
-	UDP_6233
414	ldap
-	-
-	-
415	ldap
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
416	smtp
-	http
-	-
-	-
-	-
417	TCP_5591
-	TCP_5592
418	EAI_Port_Grp
-	-
419	http
-	https
-	TCP_40000
-	TCP_30000
-	TCP_10001
-	TCP_31901
-	TCP_17777
-	TCP_2221
-	TCP_18888
-	TCP_6701
-	TCP_7901
-	TCP_6700_6710
-	TCP_7900-7930
-	TCP_6004-6305
-	TCP_7921
-	TCP_7922
-	TCP_7923
-	TCP_6214
-	TCP_6224
-	TCP_6234
-	HTTP_and_HTTPS_proxy
-	TCP_6404
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
420	HTTP_and_HTTPS_proxy
-	TCP_9000
-	TCP_9001
-	-
421	http
-	https
-	TCP_8019
-	TCP_10070
-	TCP_10008
-	ftp
-	TCP_20
-	TCP_8000
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
-	-
-	-
422	TCP_8017
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
423	TCP_9092
-	TCP_2181
-	TCP_9000
-	TCP_9999
-	http
-	https
-	TCP_9091
-	TCP_10000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
424	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
425	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	-
-	-
-	-
-	-
-	-
-	-
426	http
-	-
-	-
427	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
428	http
-	https
-	TCP_3301
-	HTTP_and_HTTPS_proxy
429	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
430	TCP_8443
-	TCP_8088
-	TCP_9901
-	TCP_9997
-	-
-	-
-	-
-	-
431	TCP_5003
-	TCP_8002
-	TCP_8019
432	TCP_8019
-	-
-	-
433	TCP_1301
-	-
-	-
434	http
-	https
-	TCP_3301
-	-
-	-
-	-
-	-
435	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
436	TCP_11001
-	TCP_11002
-	TCP_11003
-	-
-	-
-	-
437	ftp
-	TCP_10020
438	TCP_873
-	-
-	-
-	-
-	-
-	-
-	-
-	-
439	TCP_19010
-	-
-	-
-	-
-	-
-	-
440	MySQL
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
441	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
442	TCP_9907
-	TCP_9927
-	TCP_11025
443	MySQL
-	-
444	MySQL
-	http
-	HTTP_and_HTTPS_proxy
-	https
-	TCP_29418
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
445	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
446	TCP_9010
-	TCP_9020
-	TCP_9030
-	TCP_9040
-	TCP_9100
-	HTTP_and_HTTPS_proxy
-	TCP_8329
-	TCP_9997
-	https
-	-
-	-
-	-
447	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
448	ftp
-	http
-	https
-	-
449	ftp
-	-
450	http
451	TCP_30720
-	TCP_20720
-	TCP_30721
-	TCP_20721
-	TCP_19007
-	TCP_19008
-	TCP_20971
-	TCP_20970
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
452	TCP_5001
-	TCP_5003
-	TCP_8001
453	TCP_9019
-	TCP_2221
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
-	ftp
454	https
-	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
455	TCP_9102
-	-
-	-
-	-
-	-
456	TCP_19010
-	TCP_19009
-	TCP_19008
-	TCP_19007
-	TCP_19006
-	TCP_19005
-	TCP_19004
-	TCP_19003
-	TCP_19002
-	TCP_19001
457	TCP_19010
-	TCP_3080
-	TCP_6379
-	TCP_7379
-	TCP_9102
-	TCP_6380
458	TCP_8088
-	TCP_9998
-	TCP_9999
459	TCP_3301
-	-
-	-
460	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
461	HTTP_and_HTTPS_proxy
-	TCP_8888
-	nbsession
-	TCP_445
-	TCP_54345
462	http
-	https
-	ftp
-	TCP_19908
-	CP_SmartPortal
-	TCP_21130
-	-
-	-
-	-
-	-
-	-
463	http
-	https
-	-
-	-
-	-
-	-
-	-
464	http
-	https
465	TCP_20590
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
466	TCP_20820
-	-
-	-
467	TCP_20290
-	TCP_51000
468	Napster_directory_7777
-	-
469	http
-	https
-	ftp
-	sqlnet1
-	HTTP_and_HTTPS_proxy
-	TCP_8443
-	TCP_27020
-	TCP_8655
-	TCP_14000
-	TCP_20
-	ssh
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
470	https
-	-
-	-
-	-
-	-
-	-
-	-
471	http
-	https
472	http
-	TCP_8443
-	HTTP_and_HTTPS_proxy
-	https
-	-
-	-
-	-
-	-
473	HTTP_and_HTTPS_proxy
474	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
475	http
-	https
476	ftp
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
477	TCP_34000
-	TCP_1024_65535
478	TCP_9070
-	TCP_9090
-	sqlnet1
-	http
-	https
-	ftp
-	TCP_48860
-	-
479	TCP_8000
-	echo-reply
-	TCP_9977
480	StoneBeat-Daemon
-	TCP_20002
-	http
-	https
-	-
-	-
481	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
-	TCP_20
-	ftp
-	ftp-bidir
-	ftp-pasv
-	ftp-port
482	ssh
-	telnet
-	Remote_Desktop_Protocol
483	http
-	https
484	http
-	https
-	TCP_8088
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
485	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
486	http
-	https
-	TCP_8000
-	ftp
-	HTTP_and_HTTPS_proxy
-	TCP_8088
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
487	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
488	TCP_1700
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
489	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	-
-	-
-	-
-	-
490	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	-
-	-
-	-
-	-
491	TCP_2181
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	TCP_9000
-	-
-	-
-	-
-	-
492	TCP_8108
-	-
-	-
493	http
-	-
-	-
-	-
-	-
-	-
494	TCP_8888
-	-
-	-
495	TCP_1700
-	-
496	TCP_8019
-	-
-	-
-	-
-	-
-	-
-	-
497	smtp
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
498	TCP_2221
-	-
-	-
-	-
-	-
499	Any
-	-
500	TCP_9070
-	TCP_9090
-	-
-	-
-	-
-	-
-	-
501	http
-	https
-	-
-	-
502	http
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
503	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
504	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
505	http
-	TCP_20821
-	-
506	TCP_9977
-	TCP_8000
-	echo-reply
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
507	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
508	ftp
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
509	TCP_7903
-	TCP_7904
-	TCP_6703
-	TCP_6704
-	TCP_7923
-	TCP_7750
-	UDP_6231
-	UDP_6232
-	UDP_6233
-	HTTP_and_HTTPS_proxy
510	TCP_62000
-	-
-	-
511	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
512	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
513	TCP_1314
-	TCP_9020
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
514	http
-	-
-	-
-	-
-	-
-	-
515	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
516	TCP_20821
-	-
517	HTTP_and_HTTPS_proxy
-	TCP_2181
-	TCP_12906
-	-
-	-
-	-
-	-
-	-
518	TCP_11000
-	-
-	-
519	http
-	https
-	TCP_8088
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
520	TCP_9100
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
521	ftp
522	TCP_9090
-	-
-	-
-	-
-	-
523	http
-	HTTP_and_HTTPS_proxy
-	https
-	-
-	-
-	-
-	-
-	-
524	dhcp-rep-localmodule
-	dhcp-relay
-	tftp
-	-
525	http
-	https
-	-
526	TCP_873
-	-
527	https
-	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
528	TCP_8017
-	TCP_8018
-	-
-	-
529	TCP_9002
-	TCP_9000
-	-
-	-
530	TCP_25010
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
531	TCP_18060
-	http
-	https
-	-
-	-
-	-
532	TCP_10100
-	https
-	TCP_11100
533	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
534	TCP_3001
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
535	HTTP_and_HTTPS_proxy
-	-
536	TCP_25010
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
537	TCP_9002
-	TCP_9000
-	TCP_9001
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
538	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
539	TCP_9002
-	TCP_9090
-	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
540	https
-	http
-	smtp
-	TCP_42000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
541	https
-	-
-	-
-	-
-	-
-	-
-	-
542	TCP_9091
-	-
-	-
-	-
-	-
-	-
-	-
-	-
543	TCP_9000
-	TCP_9002
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
544	TCP_8019
-	TCP_8029
-	-
-	-
-	-
-	-
-	-
-	-
545	TCP_3080
-	HTTP_and_HTTPS_proxy
546	ftp
-	http
-	https
-	-
-	-
547	http
-	https
-	-
-	-
548	TCP_19007
-	TCP_20290
-	TCP_21130
-	TCP_20860
-	-
-	-
-	-
549	HTTP_and_HTTPS_proxy
-	TCP_9002
-	TCP_27020
-	http
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
550	http
-	https
-	TCP_8000
-	HTTP_and_HTTPS_proxy
-	TCP_8443
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
551	ssh
-	TCP_10020
-	TCP_10021
-	TCP_10022
-	TCP_10023
-	TCP_10024
-	TCP_10025
-	TCP_10026
-	TCP_10027
-	TCP_10028
-	TCP_10029
-	TCP_10030
-	TCP_10031
-	TCP_10032
-	TCP_10033
-	TCP_10034
-	TCP_10035
-	TCP_10036
-	TCP_10037
-	TCP_10038
-	TCP_10039
-	TCP_10040
-	ftp
-	ftp-bidir
-	ftp-pasv
-	ftp-port
552	ssh
-	-
553	http
-	-
554	http
-	https
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
555	http
-	TCP_4449
556	https
-	-
-	-
557	ftp
-	TCP_20
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
558	HTTP_and_HTTPS_proxy
-	TCP_7555
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
559	TCP_10008
-	TCP_10070
-	-
560	TCP_18080
-	-
-	-
-	-
-	-
-	-
561	http
-	-
-	-
-	-
562	HTTP_and_HTTPS_proxy
-	-
-	-
-	-
-	-
563	TCP_7750
-	UDP_6191
-	UDP_6192
-	UDP_6193
564	https
-	http
-	-
-	-
-	-
565	https
-	http
566	TCP_2181
-	TCP_9000
-	TCP_9092
-	TCP_9999
-	TCP_10000
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
567	http
-	https
-	TCP_8000
-	HTTP_and_HTTPS_proxy
-	TCP_8443
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
-	-
